places/id	places/internationalPhoneNumber	places/location/latitude	places/location/longitude	places/rating	places/regularOpeningHours/weekdayDescriptions/0	places/regularOpeningHours/weekdayDescriptions/1	places/regularOpeningHours/weekdayDescriptions/2	places/regularOpeningHours/weekdayDescriptions/3	places/regularOpeningHours/weekdayDescriptions/4	places/regularOpeningHours/weekdayDescriptions/5	places/regularOpeningHours/weekdayDescriptions/6	places/userRatingCount	places/displayName/text	places/displayName/languageCode	places/primaryType	places/priceLevel
ChIJbVggkEIVVBMRVN9AaRhKwgk	+389 71 306 681	41.9834266	21.4387798	4	Monday: 7:30 AM – 9:00 PM	Tuesday: 7:30 AM – 9:00 PM	Wednesday: 7:30 AM – 9:00 PM	Thursday: 7:30 AM – 9:00 PM	Friday: 7:30 AM – 9:00 PM	Saturday: 8:00 AM – 4:00 PM	Sunday: Closed	63	Freshii Healthy Food & Coffee	en	restaurant	
ChIJWw6NCLEVVBMRPgEAy-33IfY	+389 70 361 858	41.976785	21.4447654	4.6	Monday: 9:00 AM – 10:00 PM	Tuesday: 9:00 AM – 10:00 PM	Wednesday: 9:00 AM – 10:00 PM	Thursday: 9:00 AM – 10:00 PM	Friday: 9:00 AM – 10:00 PM	Saturday: 9:00 AM – 10:00 PM	Sunday: 9:00 AM – 10:00 PM	93	Picerija Verona Kisela Voda	en	pizza_restaurant	
ChIJaewW8ygVVBMR5zF6CPIJrfc	+389 76 212 229	41.9807237	21.4391233	4.4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: Closed	98	Magic House	en	restaurant	
ChIJH9huhScVVBMRE7wyp5fekhw	+389 72 307 179	41.9757799	21.4446861	4.7	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: Closed	57	Restaurant Kotle	en	restaurant	
ChIJBxPDSN4VVBMRJQHy2eTFLVk	+389 77 673 050	41.9828224	21.4349465	4.7	Monday: 7:00 AM – 12:00 AM	Tuesday: 7:00 AM – 12:00 AM	Wednesday: 7:00 AM – 12:00 AM	Thursday: 7:00 AM – 12:00 AM	Friday: 7:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 10:00 AM – 12:00 AM	80	Mind	en	cafeteria	
ChIJsWEUxYwTVBMRsWwqfzK3kBE	+389 70 822 696	42.0056036	21.3776223	4.6	Monday: 4:00 PM – 12:00 AM	Tuesday: 4:00 PM – 12:00 AM	Wednesday: 4:00 PM – 12:00 AM	Thursday: 4:00 PM – 12:00 AM	Friday: 4:00 PM – 12:00 AM	Saturday: 4:00 PM – 12:00 AM	Sunday: Closed	981	Donuts from Hrom	en	donut_shop	PRICE_LEVEL_INEXPENSIVE
ChIJ4UNkPYwTVBMReWxXyTL0dlE	+389 71 644 488	42.0071778	21.3722345	4.7	Monday: 8:00 AM – 11:45 PM	Tuesday: 8:00 AM – 11:45 PM	Wednesday: 8:00 AM – 11:45 PM	Thursday: 8:00 AM – 11:45 PM	Friday: 8:00 AM – 12:45 AM	Saturday: 8:00 AM – 12:45 AM	Sunday: 9:00 AM – 11:45 PM	1236	Badu Bar	en	bar	PRICE_LEVEL_MODERATE
ChIJa68n2FgTVBMRb1JVrXsXtIg		42.0081153	21.3688689	4.3	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 12:00 AM	469	Dobar Bar	en	cafe	PRICE_LEVEL_MODERATE
ChIJ3VenB5ITVBMRZjuD2MAoMpY	+389 70 275 594	42.008373	21.367865	4.6	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 12:00 PM – 12:00 AM	635	Gostilnica Ubac	en	restaurant	PRICE_LEVEL_INEXPENSIVE
ChIJyf4cz94TVBMRufO_OMLHhAU	+389 78 900 888	42.0023185	21.3626846	4.6	Monday: 12:00 – 10:00 PM	Tuesday: 12:00 – 10:00 PM	Wednesday: 12:00 – 10:00 PM	Thursday: 12:00 – 10:00 PM	Friday: 12:00 – 10:00 PM	Saturday: 10:00 AM – 10:00 PM	Sunday: 12:00 – 8:00 PM	69	Kafe igroteka Palavkovci	en	playground	
ChIJA5gRdYETVBMRmWNM-uVWvIc	+389 78 439 199	42.0066347	21.3723119	4.5	Monday: 9:00 AM – 12:00 AM	Tuesday: 9:00 AM – 12:00 AM	Wednesday: 9:00 AM – 12:00 AM	Thursday: 9:00 AM – 12:00 AM	Friday: 9:00 AM – 1:00 AM	Saturday: 9:00 AM – 1:00 AM	Sunday: 12:00 – 8:00 PM	411	Gostilnica Jug	en	restaurant	PRICE_LEVEL_MODERATE
ChIJ2dqTKmsTVBMRaTI30jqyyn8	+389 72 712 555	42.0103682	21.3739589	4.3	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 12:00 AM	115	Скара на кило Кaj 61	en	restaurant	
ChIJ37DeqXcUVBMRicb4wYgdF0E	+389 78 320 374	42.0085148	21.3823933	4.3	Monday: 7:30 AM – 5:30 PM	Tuesday: 7:30 AM – 5:30 PM	Wednesday: 7:30 AM – 5:30 PM	Thursday: 7:30 AM – 5:30 PM	Friday: 7:30 AM – 5:30 PM	Saturday: 8:00 AM – 2:00 PM	Sunday: Closed	158	CERTUS Technical examination and registration of vehicles	en		
ChIJPVMbLowTVBMR3tzjdYDkuqY	+389 78 413 461	42.0075035	21.3713071	4.5	Monday: 10:30 AM – 12:00 AM	Tuesday: 10:30 AM – 12:00 AM	Wednesday: 10:30 AM – 12:00 AM	Thursday: 10:30 AM – 12:00 AM	Friday: 10:30 AM – 12:00 AM	Saturday: 10:30 AM – 12:00 AM	Sunday: 2:00 – 11:00 PM	690	Pizza Gigo	en	pizza_restaurant	PRICE_LEVEL_INEXPENSIVE
ChIJHZCOhIoTVBMRkvjhWeChvqk	+389 70 360 792	42.00377	21.379547	4.3	Monday: 9:00 AM – 10:00 PM	Tuesday: 9:00 AM – 10:00 PM	Wednesday: 9:00 AM – 10:00 PM	Thursday: 9:00 AM – 10:00 PM	Friday: 9:00 AM – 10:00 PM	Saturday: 9:00 AM – 10:00 PM	Sunday: 9:00 AM – 10:00 PM	155	Restaurant Kaskada	en	restaurant	PRICE_LEVEL_MODERATE
ChIJn5pu6v0TVBMRkhNAWqvnzkA	+389 71 944 227	42.0107368	21.3706453	4.6	Monday: 8:00 AM – 10:00 PM	Tuesday: 8:00 AM – 10:00 PM	Wednesday: 8:00 AM – 10:00 PM	Thursday: 8:00 AM – 10:00 PM	Friday: 8:00 AM – 10:00 PM	Saturday: 8:00 AM – 10:00 PM	Sunday: Closed	35	Igroteka Kidobar by Kinderlend	en	event_venue	
ChIJJ2FbIBwVVBMRUmzOYfnHyHE	+389 70 419 760	42.0071747	21.371774	4.5	Monday: 9:00 AM – 12:00 AM	Tuesday: 9:00 AM – 12:00 AM	Wednesday: 9:00 AM – 12:00 AM	Thursday: 9:00 AM – 12:00 AM	Friday: 9:00 AM – 1:00 AM	Saturday: 9:00 AM – 1:00 AM	Sunday: 9:00 AM – 12:00 AM	134	Porta Vlae Pub & Kitchen	en	gastropub	
ChIJPQ1e0ogTVBMRh3MDLctgr5w	+389 2 204 7347	42.010362	21.3741921	4.4	Monday: Closed	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 10:00 PM	329	Viva	en	restaurant	PRICE_LEVEL_INEXPENSIVE
ChIJeTDosJUTVBMRluHigLh-WEQ	+389 76 778 233	42.0074136	21.3736074	4.4	Monday: 10:00 AM – 3:00 AM	Tuesday: 10:00 AM – 3:00 AM	Wednesday: 10:00 AM – 3:00 AM	Thursday: 10:00 AM – 3:00 AM	Friday: 10:00 AM – 3:00 AM	Saturday: 10:00 AM – 3:00 AM	Sunday: Closed	100	Cujo	en	fast_food_restaurant	
ChIJ4dGvQl0TVBMRTKPF32jJzhk		42.0071719	21.3629549	4.3								69	Korzo Cafe / Корзо Кафе	en	coffee_shop	
ChIJOeWtp5wTVBMRcHhB8lli8k4	+389 78 290 778	42.0079957	21.3694678	4.8	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 9:00 AM – 12:00 AM	84	Шума - Shuma - slow living concept caffè	en	cafe	
ChIJHVVcLAATVBMRQ8INTkjJrRE	+389 75 310 225	42.0074365	21.3647302	4.4								147	Aviator	en	bar	
ChIJqX_0E5QTVBMRZFKtuF6VWKM	+389 78 502 222	42.0090107	21.3610911	4.6	Monday: 9:00 AM – 11:30 PM	Tuesday: 9:00 AM – 11:30 PM	Wednesday: 9:00 AM – 11:30 PM	Thursday: 9:00 AM – 11:30 PM	Friday: 9:00 AM – 11:30 PM	Saturday: 11:00 AM – 11:30 PM	Sunday: 12:00 – 10:00 PM	184	Pizza Berlusconi	en	meal_takeaway	
ChIJJQndkAkTVBMR38on_kmgOLc	+389 71 888 166	42.0069965	21.361927	4.6	Monday: 8:00 AM – 11:00 PM	Tuesday: 8:00 AM – 11:00 PM	Wednesday: 8:00 AM – 11:00 PM	Thursday: 8:00 AM – 11:00 PM	Friday: 8:00 AM – 11:00 PM	Saturday: 8:00 AM – 11:00 PM	Sunday: Closed	72	Станица Чешма	mk	restaurant	
ChIJn8-uiY0TVBMRTtJydi-W-UE	+389 2 204 4253	42.0071318	21.3681293	3.7	Monday: 8:00 AM – 9:00 PM	Tuesday: 8:00 AM – 9:00 PM	Wednesday: 8:00 AM – 9:00 PM	Thursday: 8:00 AM – 9:00 PM	Friday: 8:00 AM – 9:00 PM	Saturday: 8:00 AM – 7:30 PM	Sunday: Closed	19	Kanela - Porta Vlae	en	cake_shop	
